     -132.5849943661      402.2884299953     2       39.5065629558       44.8678599263       50.6498267485
     -132.5798074363      412.8297065514     2       38.2124624361       46.9603865241       48.8879694661
     -132.5487375435      401.1537361155     2       37.8560970787       48.4395880907       48.5320765080
     -132.5103540889      423.1957145929     1       41.2159953266       44.9433391044       48.6323101806
     -132.5021803248      423.2092328577     1       39.4562425609       46.7309702411       49.0539463189
     -132.4959419440      423.2388719263     2       38.9162855311       47.5729979722       49.4415840523
     -132.4876525363      400.7535681388     2       39.3506197824       45.1949853503       50.1006473188
     -132.4863505008      399.8164775956     2       39.2754867583       44.6676462683       50.2306761116
     -132.4571648859      426.0443398825     1       35.2663819231       49.3066723386       55.0261973605
     -132.4397056330      423.6350389352     2       41.5535345882       41.9261689752       50.5081323490
     -132.4327592517      422.8333383099     1       41.0169452952       44.3004861140       47.7723072378
     -132.4303411142      401.0135005985     2       39.5838045244       43.4305480695       52.0288853863
     -132.4289820536      406.8397514772     1       37.9632778337       46.4564683966       53.4103510075
     -132.4160121456      406.3813267742     1       36.7655472941       48.6861717173       49.1133595829
     -132.3855186648      403.0783833051     1       38.3694015541       44.2816299200       54.5469349932
     -132.3799885371      401.4665230756     1       40.6698768490       42.8272255874       50.8434329473
     -132.3789363068      408.2627752986     1       36.8101316428       48.2523250740       53.1018989985
     -132.3643453526      407.5354986723     1       37.6036682675       46.8438868266       53.2150830244
     -132.3541976312      404.4823158231     1       39.5151943873       43.1156527911       53.9903450687
     -132.3514078915      409.7273397115     1       37.0610462800       47.3131689409       50.3903430817
     -132.3460330420      423.0186721367     1       41.4765795023       44.3393406669       47.6141522864
     -132.3306003525      414.8167836078     4       41.5235277009       42.4785766268       49.3563590235
     -132.3290671599      409.7486743543     1       36.6334878409       48.0399561146       50.1120637024
     -132.3282904063      405.9703474759     1       36.9203019556       47.5891825398       50.3545103102
     -132.3112008156      405.5132951334     2       37.6029383764       49.0930778051       49.8461878976
     -132.3044273486      403.2658808611     1       36.4827168625       48.9033475650       49.6709909447
     -132.2993344793      406.6789536680     1       37.4388502853       48.0269409661       52.4349871008
     -132.2926831299      408.2846939416     1       38.7987456729       45.9635595998       48.7036432389
     -132.2865099054      426.3381045011     2       40.3165301743       46.6309064018       47.6298987167
     -132.2812944661      406.2913053889     1       39.3273426347       44.5742207509       52.8619820958
     -132.2642027609      423.5741856737     1       39.7309097068       43.7196085382       52.0400707237
     -132.2550183861      405.0948110262     1       39.2796841466       44.8723834645       52.3062711412
     -132.2512271110      412.2108656362     1       36.9933224849       48.5940215317       49.3732331535
     -132.2474055852      411.6863555110     1       37.1916446690       46.4717526650       52.6910787881
     -132.2474055852      411.6863542027     1       37.1916446393       46.4717526941       52.6910787822
     -132.2351824811      406.2712326672     1       34.6211470560       51.5405461257       54.4887697201
     -132.2309557030      405.1963065888     2       37.3516864060       50.4934903192       50.8227518267
     -132.2240688311      399.1205632323     1       38.8703380889       45.4526719523       50.7847817030
     -132.2191118016      407.0265933319     1       39.9265554117       44.9304489450       48.1268098256
     -132.2184026875      410.0692146651     2       41.4901136209       42.5263530217       48.6689371631
     -132.2081990567      403.9770579821     1       39.2785353903       45.7162222204       50.2517339507
     -132.2068378710      408.6716430323     1       37.3902536508       48.4355543834       49.0380252633
     -132.2035939349      418.0935130228     1       40.8950897399       45.0836936211       47.5438033473
     -132.2022603724      421.6391605266     2       41.7039074968       45.6697590591       46.3426689518
     -132.1912386461      404.8695214267     1       37.7466364977       47.1412614137       48.6888434206
     -132.1901036953      404.6565344381     1       38.8697161061       45.1429278987       52.1861698802
     -132.1886841851      405.4575853890     1       35.1481374302       49.1558981509       55.0507578077
     -132.1865762591      406.9226478948     1       34.8956061502       49.7336631423       55.5597240346
     -132.1843363917      424.6086264967     2       41.0055081277       45.5707794298       47.1298206436
     -132.1779719701      404.9077367989     1       38.0054923443       47.6114351349       51.8034394187
     -132.1707896566      424.5296949983     1       41.5148052758       44.9484745125       48.0233760585
     -132.1602281616      406.1948421490     1       37.5021691305       47.1354314995       49.6079335821
     -132.1562891427      403.8876951579     1       40.0261634467       44.3664397676       51.3383683968
     -132.1525340498      411.5065533618     1       37.8076539084       47.5919367024       49.0143129763
     -132.1520139402      403.8132930668     1       38.7896940995       43.0560944941       57.3497967828
     -132.1497959102      424.4686698132     2       38.5696598862       48.0872819865       48.4325843549
     -132.1480381628      400.2469100673     2       41.2141813039       43.2663344301       49.9926283111
     -132.1412060910      424.8016939197     1       38.9273225048       45.3452517921       50.4902602058
     -132.1314990731      426.1802091293     2       42.6794072732       44.7780596430       46.0137431970
     -132.1256181662      421.6866858424     1       43.2354764385       43.7337017862       47.1679849215
     -132.1208584936      424.5141358481     1       41.2853355493       44.9791047495       48.8459232857
     -132.1184048885      421.7067987553     2       41.6651352616       44.2774130400       48.4120148127
     -132.1144512879      402.0020458748     1       38.4409755081       47.5127201839       50.8160540549
     -132.1113180875      404.4068681184     1       37.3473427848       47.9801822956       48.7324598101
     -132.1074055840      403.5742306843     1       38.5571809378       46.5547952044       50.5001313075
     -132.1058098051      424.5078482296     1       38.5528182693       47.9314238454       49.2567931675
